in,out
289,930
289,487
289,667
289,1022
289,316
289,680
289,686
289,447
289,774
289,507
289,423
289,425
289,697
289,702
289,437
289,352
289,337
289,762
289,802
289,403
289,804
289,978
289,979
289,647
289,941
289,980
289,911
290,632
290,984
290,456
290,663
290,730
290,369
290,372
290,994
290,290
290,1009
290,563
290,841
290,311
290,936
290,498
290,587
290,861
290,593
290,993
290,517
290,429
290,350
290,451
290,794
291,632
291,639
291,545
291,546
291,291
291,377
291,303
291,925
291,308
291,319
291,503
291,590
291,795
291,439
291,446
291,447
291,360
292,364
292,540
292,741
292,381
292,383
292,386
292,845
292,416
292,789
292,434
292,793
292,808
292,454
292,457
292,814
292,458
292,820
292,470
292,476
292,481
292,489
292,491
292,852
292,496
292,854
292,855
292,857
292,502
292,506
292,864
292,868
292,515
292,385
292,873
292,522
292,880
292,884
292,529
292,890
292,535
292,537
292,901
292,553
292,921
292,924
292,927
292,575
292,579
292,584
292,585
292,945
292,591
292,592
292,954
292,597
292,964
292,982
292,632
292,637
292,638
292,988
292,998
292,292
292,651
292,652
292,302
292,305
292,1019
292,1020
292,948
292,1028
292,1032
292,1034
292,332
292,689
292,338
292,340
292,344
292,698
292,348
292,707
292,709
292,716
293,632
293,293
293,900
293,556
293,1005
293,745
293,310
293,311
293,938
293,403
293,672
293,659
293,421
293,877
293,879
293,968
293,799
293,892
293,869
293,627
293,911
294,727
294,903
294,731
294,501
294,376
294,650
294,740
294,294
294,918
294,832
294,835
294,1014
294,930
294,487
294,667
294,1022
294,316
294,680
294,686
294,447
294,774
294,507
294,423
294,425
294,697
294,702
294,437
294,352
294,337
294,762
294,802
294,403
294,804
294,978
294,979
294,647
294,941
294,980
294,911
295,363
295,679
295,813
295,838
295,866
295,512
295,673
295,295
295,676
297,605
297,412
298,922
298,408
298,967
298,312
298,860
298,732
298,484
298,841
298,885
298,844
298,377
298,495
298,475
299,632
299,633
299,384
299,770
299,309
300,320
300,300
300,661
300,796
300,563
300,744
301,563
301,301
301,350
301,653
301,926
301,663
301,311
301,936
301,841
301,963
301,517
301,451
301,742
301,429
302,364
302,540
302,741
302,381
302,383
302,386
302,845
302,416
302,789
302,434
302,793
302,808
302,454
302,457
302,814
302,458
302,820
302,470
302,476
302,481
302,489
302,491
302,852
302,496
302,854
302,855
302,857
302,502
302,506
302,864
302,868
302,515
302,385
302,873
302,522
302,880
302,884
302,529
302,890
302,535
302,537
302,901
302,553
302,921
302,924
302,927
302,575
302,579
302,584
302,585
302,945
302,591
302,592
302,954
302,597
302,964
302,982
302,632
302,637
302,638
302,988
302,998
302,651
302,652
302,302
302,305
302,1019
302,1020
302,948
302,1028
302,1032
302,1034
302,332
302,689
302,338
302,340
302,344
302,698
302,348
302,707
302,709
302,716
303,920
303,589
303,503
303,590
303,925
303,545
303,308
303,546
303,439
303,445
303,469
303,446
303,447
303,319
304,786
304,433
304,705
304,326
304,484
304,973
304,885
304,377
304,313
304,578
304,533
304,718
304,940
304,382
305,364
305,540
305,741
305,381
305,383
305,386
305,845
305,416
305,789
305,434
305,793
305,808
305,454
305,457
305,814
305,458
305,820
305,470
305,476
305,481
305,489
305,491
305,852
305,496
305,854
305,855
305,857
305,502
305,506
305,864
305,868
305,515
305,385
305,873
305,522
305,880
305,884
305,529
305,890
305,535
305,537
305,901
305,553
305,921
305,924
305,927
305,575
305,579
305,584
305,585
305,945
305,591
305,592
305,954
305,597
305,964
305,982
305,632
305,637
305,638
305,988
305,998
305,651
305,652
305,305
305,1019
305,1020
305,948
305,1028
305,1032
305,1034
305,332
305,689
305,338
305,340
305,344
305,698
305,348
305,707
305,709
305,716
306,632
306,459
306,549
306,622
306,1002
306,1030
306,451
306,981
307,898
307,815
307,460
307,735
307,464
307,465
307,375
307,1000
307,555
307,564
307,566
307,307
307,664
307,847
307,848
307,851
307,401
307,404
307,499
307,407
307,944
307,414
307,872
307,604
307,791
307,797
307,530
307,805
307,626
308,632
308,639
308,545
308,546
308,377
308,925
308,308
308,319
308,503
308,590
308,795
308,439
308,446
308,447
308,360
309,632
309,920
309,384
309,373
309,824
309,516
310,900
310,556
310,1005
310,745
310,938
310,403
310,672
310,869
310,877
310,799
310,892
310,421
310,911
311,367
311,368
311,734
311,372
311,377
311,742
311,745
311,388
311,389
311,394
311,669
311,763
311,314
311,764
311,403
311,408
311,771
311,772
311,420
311,421
311,736
311,781
311,429
311,787
311,790
311,792
311,795
311,799
311,800
311,451
311,911
311,812
311,817
311,477
311,479
311,838
311,497
311,498
311,859
311,862
311,508
311,509
311,869
311,514
311,517
311,520
311,877
311,879
311,523
311,883
311,892
311,893
311,809
311,536
311,810
311,900
311,549
311,554
311,556
311,560
311,920
311,562
311,926
311,928
311,936
311,938
311,581
311,585
311,943
311,818
311,593
311,601
311,602
311,963
311,608
311,612
311,974
311,976
311,627
311,632
311,640
311,472
311,993
311,644
311,1004
311,1005
311,1007
311,656
311,1023
311,1024
311,315
311,672
311,758
311,1029
311,317
311,681
311,328
311,331
311,334
311,691
311,339
311,694
311,696
311,347
311,350
311,706
311,354
311,715
311,717
311,721
312,539
312,929
312,732
312,922
312,660
312,387
312,482
312,475
312,841
312,759
312,844
312,495
312,594
312,951
312,687
312,596
312,878
312,967
312,440
312,442
312,628
312,453
313,365
313,544
313,906
313,377
313,382
313,484
313,666
313,843
313,313
313,578
313,939
313,765
313,940
313,682
313,326
313,418
313,422
313,343
313,786
313,433
313,705
313,353
313,973
313,618
313,885
313,712
313,533
313,718
314,747
314,328
314,525
314,461
314,787
314,819
314,314
314,514
314,691
314,1007
315,632
315,350
315,613
315,484
315,576
316,727
316,903
316,731
316,501
316,376
316,650
316,740
316,918
316,832
316,835
316,1014
316,930
316,487
316,667
316,1022
316,316
316,680
316,686
316,447
316,774
316,507
316,423
316,425
316,697
316,702
316,437
316,352
316,337
316,762
316,802
316,403
316,804
316,978
316,979
316,647
316,941
316,980
316,911
317,632
317,560
317,484
317,350
317,706
317,949
317,885
317,334
317,1023
317,993
317,377
317,394
317,798
317,794
317,585
319,632
319,639
319,545
319,546
319,377
319,925
319,319
319,503
319,590
319,795
319,439
319,446
319,447
319,360
320,320
320,661
320,796
320,563
320,744
321,935
322,350
323,634
323,323
323,411
323,484
323,570
323,415
323,885
323,822
323,377
323,782
324,795
324,720
325,610
325,583
325,325
325,751
325,657
325,1016
325,462
325,886
325,516
325,380
325,895
326,365
326,544
326,906
326,382
326,484
326,666
326,843
326,844
326,578
326,939
326,765
326,940
326,682
326,326
326,418
326,422
326,343
326,786
326,433
326,705
326,353
326,973
326,618
326,885
326,712
326,533
326,718
327,641
327,518
327,871
328,632
328,351
328,523
328,969
328,525
328,787
329,985
329,750
329,987
329,329
329,571
329,393
329,933
329,996
329,870
329,424
329,378
329,1003
330,538
330,834
330,1018
330,807
330,513
330,400
330,1031
331,859
331,768
331,331
331,690
331,1002
332,364
332,540
332,741
332,381
332,383
332,386
332,845
332,416
332,789
332,434
332,793
332,808
332,454
332,457
332,814
332,458
332,820
332,470
332,476
332,481
332,489
332,491
332,852
332,496
332,854
332,855
332,857
332,502
332,506
332,864
332,868
332,515
332,385
332,873
332,522
332,880
332,884
332,529
332,890
332,535
332,537
332,901
332,553
332,921
332,924
332,927
332,575
332,579
332,584
332,585
332,945
332,591
332,592
332,954
332,597
332,964
332,982
332,632
332,637
332,638
332,988
332,998
332,651
332,652
332,1019
332,1020
332,948
332,1028
332,1032
332,1034
332,332
332,689
332,338
332,340
332,344
332,698
332,348
332,707
332,709
332,716
333,633
333,986
333,905
333,734
333,739
333,377
333,653
333,749
333,565
333,836
333,569
333,842
333,574
333,768
333,504
333,861
333,507
333,598
333,601
333,524
333,972
333,355
333,974
333,444
333,621
333,447
333,451
334,632
334,986
334,681
334,792
334,350
334,549
334,838
334,490
334,601
334,932
334,581
334,1004
334,451
334,367
335,632
335,459
335,526
335,335
335,586
336,632
336,729
336,468
336,655
336,780
336,394
336,541
336,636
336,766
336,405
336,426
336,947
336,949
336,952
336,865
336,508
336,509
336,336
336,603
336,427
336,345
336,548
336,611
336,965
336,704
336,764
336,894
336,536
337,727
337,903
337,731
337,501
337,376
337,650
337,740
337,918
337,832
337,835
337,1014
337,930
337,487
337,667
337,1022
337,680
337,686
337,447
337,774
337,507
337,423
337,425
337,697
337,702
337,437
337,352
337,337
337,762
337,802
337,403
337,804
337,978
337,979
337,647
337,941
337,980
337,911
338,364
338,540
338,741
338,381
338,383
338,386
338,845
338,416
338,789
338,434
338,793
338,808
338,454
338,457
338,814
338,458
338,820
338,470
338,476
338,481
338,489
338,491
338,852
338,496
338,854
338,855
338,857
338,502
338,506
338,864
338,868
338,515
338,385
338,873
338,522
338,880
338,884
338,529
338,890
338,535
338,537
338,901
338,553
338,921
338,924
338,927
338,575
338,579
338,584
338,585
338,945
338,591
338,592
338,954
338,597
338,964
338,982
338,632
338,637
338,638
338,988
338,998
338,651
338,652
338,1019
338,1020
338,948
338,1028
338,1032
338,1034
338,689
338,338
338,340
338,344
338,698
338,348
338,707
338,709
338,716
339,632
339,339
340,364
340,901
340,377
340,741
340,381
340,383
340,386
340,845
340,789
340,434
340,793
340,808
340,454
340,457
340,814
340,458
340,820
340,470
340,476
340,481
340,489
340,491
340,852
340,496
340,854
340,855
340,857
340,502
340,506
340,864
340,868
340,515
340,385
340,873
340,522
340,880
340,884
340,529
340,890
340,535
340,537
340,540
340,553
340,921
340,924
340,927
340,575
340,579
340,584
340,945
340,591
340,592
340,954
340,597
340,964
340,982
340,632
340,637
340,638
340,988
340,998
340,651
340,652
340,1019
340,1020
340,948
340,1028
340,1032
340,1034
340,689
340,344
340,698
340,348
340,707
340,709
341,632
341,633
341,659
341,770
341,861
341,569
341,392
341,994
341,984
341,492
341,377
341,794
342,961
342,871
342,448
342,806
342,558
342,896
343,786
343,433
343,705
343,484
343,973
343,885
343,377
343,578
343,533
343,718
343,940
343,382
344,364
344,540
344,741
344,381
344,383
344,386
344,845
344,416
344,789
344,434
344,793
344,808
344,454
344,457
344,814
344,458
344,820
344,470
344,476
344,481
344,489
344,491
344,852
344,496
344,854
344,855
344,857
344,502
344,506
344,864
344,868
344,515
344,385
344,873
344,522
344,880
344,884
344,529
344,890
344,535
344,537
344,901
344,553
344,921
344,924
344,927
344,575
344,579
344,584
344,585
344,945
344,591
344,592
344,954
344,597
344,964
344,982
344,632
344,637
344,638
344,988
344,998
344,651
344,652
344,1019
344,1020
344,948
344,1028
344,1032
344,1034
344,689
344,344
344,698
344,348
344,707
344,709
344,716
345,729
345,548
345,780
345,394
345,405
345,768
345,949
345,865
345,508
345,509
345,426
345,427
345,345
345,611
345,965
345,704
345,536
346,632
346,346
346,350
346,960
346,484
346,885
346,764
346,497
346,495
346,928
346,962
346,816
346,585
346,453
347,860
347,685
347,547
347,696
348,364
348,540
348,741
348,381
348,383
348,386
348,845
348,416
348,789
348,434
348,793
348,808
348,454
348,457
348,814
348,458
348,820
348,470
348,476
348,481
348,489
348,491
348,852
348,496
348,854
348,855
348,857
348,502
348,506
348,864
348,868
348,515
348,385
348,873
348,522
348,880
348,884
348,529
348,890
348,535
348,537
348,901
348,553
348,921
348,924
348,927
348,575
348,579
348,584
348,585
348,945
348,591
348,592
348,954
348,597
348,964
348,982
348,632
348,637
348,638
348,988
348,998
348,651
348,652
348,1019
348,1020
348,948
348,1028
348,1032
348,1034
348,689
348,698
348,348
348,707
348,709
348,716
349,658
349,728
349,829
350,726
350,367
350,734
350,736
350,377
350,742
350,744
350,748
350,752
350,392
350,397
350,770
350,771
350,372
350,781
350,429
350,785
350,790
350,792
350,800
350,803
350,451
350,456
350,816
350,817
350,466
350,828
350,477
350,838
350,484
350,490
350,492
350,494
350,497
350,498
350,867
350,517
350,883
350,885
350,528
350,633
350,549
350,554
350,562
350,563
350,565
350,926
350,928
350,574
350,936
350,581
350,585
350,593
350,601
350,602
350,960
350,644
350,963
350,607
350,624
350,627
350,632
350,984
350,985
350,993
350,994
350,1004
350,656
350,1012
350,1024
350,684
350,690
350,696
350,706
350,715
351,810
351,368
351,818
351,373
351,379
351,833
351,479
351,389
351,669
351,671
351,585
351,1033
351,1008
351,1010
351,781
351,451
352,727
352,903
352,731
352,501
352,376
352,650
352,740
352,918
352,832
352,835
352,1014
352,930
352,487
352,667
352,1022
352,680
352,686
352,447
352,774
352,507
352,423
352,425
352,697
352,702
352,437
352,352
352,762
352,802
352,403
352,804
352,978
352,979
352,647
352,941
352,980
352,911
353,786
353,433
353,705
353,484
353,973
353,885
353,377
353,578
353,533
353,718
353,940
353,382
354,587
354,612
354,354
354,645
354,795
354,893
355,633
355,905
355,734
355,653
355,563
355,749
355,565
355,836
355,569
355,841
355,842
355,504
355,860
355,861
355,507
355,598
355,601
355,524
355,972
355,974
355,444
355,621
355,451
356,632
356,920
356,519
357,632
357,904
357,677
357,881
357,844
357,764
357,428
357,743
358,500
358,923
358,990
358,991
358,711
358,757
358,850
359,726
359,863
359,934
359,551
359,959
359,451
360,632
360,503
360,590
360,925
360,545
360,546
360,439
360,373
360,446
360,447
360,917
361,431
361,587
361,632
361,410
361,483
361,609
361,645
361,776
361,957
361,600
361,377
361,361
361,826
361,552
362,969
362,362
362,452
363,363
363,679
363,813
363,838
363,866
363,512
363,673
363,676
364,364
364,540
364,741
364,381
364,383
364,386
364,845
364,416
364,789
364,434
364,793
364,808
364,454
364,457
364,814
364,458
364,820
364,470
364,476
364,481
364,489
364,491
364,852
364,496
364,854
364,855
364,857
364,502
364,506
364,864
364,868
364,515
364,385
364,873
364,522
364,880
364,884
364,529
364,890
364,535
364,537
364,901
364,553
364,921
364,924
364,927
364,575
364,579
364,584
364,585
364,945
364,591
364,592
364,954
364,597
364,964
364,982
364,632
364,637
364,638
364,988
364,998
364,651
364,652
364,1019
364,1020
364,948
364,1028
364,1032
364,1034
364,689
364,698
364,707
364,709
364,716
365,786
365,433
365,705
365,484
365,973
365,885
365,377
365,578
365,533
365,718
365,940
365,382
366,632
366,366
367,632
367,812
367,408
367,879
367,640
367,509
367,1023
367,993
367,377
367,394
367,451
367,367
368,479
368,368
368,389
368,818
368,1010
368,451
368,669
369,984
369,456
369,986
369,730
369,593
369,1009
369,478
369,372
369,994
369,492
369,794
369,429
369,498
370,658
370,728
370,829
371,1001
372,632
372,984
372,456
372,663
372,730
372,372
372,994
372,1009
372,563
372,841
372,936
372,498
372,587
372,861
372,593
372,993
372,517
372,429
372,451
372,794
373,632
373,879
373,373
373,516
373,417
374,451
374,907
375,898
375,735
375,464
375,465
375,555
375,564
375,566
375,664
375,847
375,848
375,401
375,404
375,499
375,407
375,414
375,872
375,791
375,797
375,530
375,805
375,626
376,632
376,727
376,903
376,731
376,501
376,376
376,650
376,918
376,832
376,659
376,835
376,1014
376,930
376,667
376,1022
376,980
376,1033
376,989
376,686
376,1027
376,774
376,507
376,423
376,425
376,697
376,430
376,699
376,702
376,968
376,437
376,802
376,804
376,978
376,979
376,647
376,941
376,740
376,762
377,732
377,736
377,377
377,387
377,756
377,759
377,410
377,411
377,770
377,415
377,418
377,776
377,781
377,782
377,431
377,788
377,439
377,440
377,442
377,446
377,447
377,451
377,822
377,826
377,482
377,484
377,485
377,843
377,497
377,503
377,517
377,874
377,878
377,885
377,422
377,533
377,570
377,544
377,545
377,906
377,546
377,549
377,552
377,573
377,922
377,925
377,928
377,929
377,931
377,572
377,932
377,939
377,582
377,587
377,588
377,950
377,951
377,596
377,956
377,600
377,601
377,765
377,973
377,618
377,628
377,632
377,633
377,634
377,995
377,648
377,1004
377,660
377,590
377,475
377,666
377,678
377,594
377,681
377,682
377,683
377,687
377,705
377,712
377,716
377,483
377,718
377,840
377,957
378,985
378,750
378,987
378,571
378,393
378,933
378,996
378,870
378,424
378,378
378,1003
379,459
379,622
379,379
379,1006
380,610
380,583
380,751
380,657
380,1016
380,462
380,886
380,516
380,380
380,895
381,540
381,741
381,381
381,383
381,386
381,845
381,416
381,789
381,434
381,793
381,808
381,454
381,457
381,814
381,458
381,820
381,470
381,476
381,481
381,489
381,491
381,852
381,496
381,854
381,855
381,857
381,502
381,506
381,864
381,868
381,515
381,385
381,873
381,522
381,880
381,884
381,529
381,890
381,535
381,537
381,901
381,553
381,921
381,924
381,927
381,575
381,579
381,584
381,585
381,945
381,591
381,592
381,954
381,597
381,964
381,982
381,632
381,637
381,638
381,988
381,998
381,651
381,652
381,1019
381,1020
381,948
381,1028
381,1032
381,1034
381,689
381,698
381,707
381,709
381,716
382,544
382,906
382,382
382,484
382,666
382,843
382,844
382,578
382,939
382,765
382,940
382,682
382,418
382,422
382,786
382,433
382,705
382,973
382,618
382,885
382,712
382,533
382,718
383,540
383,741
383,383
383,386
383,845
383,416
383,789
383,434
383,793
383,808
383,454
383,457
383,814
383,458
383,820
383,470
383,476
383,481
383,489
383,491
383,852
383,496
383,854
383,855
383,857
383,502
383,506
383,864
383,868
383,515
383,385
383,873
383,522
383,880
383,884
383,529
383,890
383,535
383,537
383,901
383,553
383,921
383,924
383,927
383,575
383,579
383,584
383,585
383,945
383,591
383,592
383,954
383,597
383,964
383,982
383,632
383,637
383,638
383,988
383,998
383,651
383,652
383,1019
383,1020
383,948
383,1028
383,1032
383,1034
383,689
383,698
383,707
383,709
383,716
384,632
384,384
385,540
385,741
385,386
385,845
385,416
385,789
385,434
385,793
385,808
385,454
385,457
385,814
385,458
385,820
385,470
385,476
385,481
385,489
385,491
385,852
385,496
385,854
385,855
385,857
385,502
385,506
385,864
385,868
385,515
385,385
385,873
385,522
385,880
385,884
385,529
385,890
385,535
385,537
385,901
385,553
385,921
385,924
385,927
385,575
385,579
385,584
385,585
385,945
385,591
385,592
385,954
385,597
385,964
385,982
385,632
385,637
385,638
385,988
385,998
385,651
385,652
385,1019
385,1020
385,948
385,1028
385,1032
385,1034
385,689
385,698
385,707
385,709
385,716
386,540
386,741
386,386
386,845
386,416
386,789
386,434
386,793
386,808
386,454
386,457
386,814
386,458
386,820
386,470
386,476
386,481
386,489
386,491
386,852
386,496
386,854
386,855
386,857
386,502
386,506
386,864
386,868
386,515
386,873
386,522
386,880
386,884
386,529
386,890
386,535
386,537
386,901
386,553
386,921
386,924
386,927
386,575
386,579
386,584
386,585
386,945
386,591
386,592
386,954
386,597
386,964
386,982
386,632
386,637
386,638
386,988
386,998
386,651
386,652
386,1019
386,1020
386,948
386,1028
386,1032
386,1034
386,689
386,698
386,707
386,709
386,716
387,922
387,408
387,967
387,860
387,732
387,484
387,841
387,885
387,844
387,495
387,475
388,768
388,388
388,472
388,714
388,671
388,451
389,479
389,389
389,818
389,1010
389,451
389,669
390,390
390,559
390,619
390,654
391,942
391,391
391,635
391,671
392,632
392,928
392,736
392,451
392,497
393,985
393,750
393,987
393,571
393,393
393,933
393,996
393,870
393,424
393,1003
394,632
394,549
394,1004
394,838
394,581
394,405
394,768
394,949
394,509
394,601
394,780
394,781
394,965
394,792
394,883
394,451
395,806
395,777
395,871
395,448
395,961
396,785
396,541
396,655
397,683
397,684
397,773
397,932
397,467
397,602
397,752
397,517
398,970
398,443
398,955
398,997
398,670
399,674
399,693
400,834
400,1018
400,807
400,513
400,1031
401,898
401,815
401,460
401,735
401,464
401,465
401,1000
401,555
401,564
401,566
401,664
401,847
401,848
401,851
401,401
401,404
401,499
401,407
401,944
401,414
401,872
401,604
401,791
401,797
401,530
401,805
401,626
402,632
402,633
402,999
402,916
402,1008
402,659
402,1033
402,409
402,770
402,833
402,779
402,784
402,708
402,527
403,632
403,900
403,727
403,903
403,731
403,627
403,556
403,403
403,650
403,740
403,1005
403,918
403,745
403,832
403,835
403,1014
403,930
403,667
403,1022
403,938
403,980
403,941
403,501
403,804
403,686
403,762
403,774
403,421
403,672
403,659
403,869
403,423
403,425
403,697
403,979
403,877
403,702
403,879
403,437
403,968
403,799
403,802
403,978
403,892
403,647
403,911
404,898
404,815
404,460
404,735
404,464
404,465
404,1000
404,555
404,564
404,566
404,664
404,847
404,848
404,851
404,404
404,499
404,407
404,944
404,414
404,872
404,604
404,791
404,797
404,530
404,805
404,626
405,632
405,426
405,838
405,581
405,766
405,947
405,949
405,719
405,865
405,508
405,509
405,603
405,764
405,783
405,611
405,965
405,792
405,620
405,894
406,871
406,448
406,961
407,898
407,815
407,460
407,735
407,464
407,465
407,1000
407,555
407,564
407,566
407,664
407,847
407,848
407,851
407,499
407,407
407,944
407,414
407,872
407,604
407,791
407,797
407,530
407,805
407,626
408,929
408,732
408,547
408,912
408,915
408,475
408,922
408,660
408,482
408,841
408,759
408,581
408,495
408,594
408,860
408,685
408,951
408,687
408,596
408,606
408,878
408,792
408,442
408,838
408,628
408,440
408,453
409,632
409,409
409,633
409,708
409,527
409,992
409,760
409,659
409,779
409,784
409,916
410,431
410,587
410,632
410,410
410,483
410,609
410,645
410,776
410,957
410,600
410,826
410,552
411,634
411,484
411,570
411,885
411,822
411,582
411,782
412,605
412,412
413,811
413,986
413,908
413,451
413,631
414,898
414,815
414,460
414,735
414,464
414,465
414,1000
414,555
414,564
414,566
414,664
414,847
414,848
414,851
414,499
414,944
414,414
414,872
414,604
414,791
414,797
414,530
414,805
414,626
415,634
415,484
415,570
415,885
415,822
415,782
416,901
416,741
416,845
416,789
416,434
416,793
416,808
416,454
416,457
416,814
416,458
416,820
416,470
416,476
416,481
416,489
416,491
416,852
416,496
416,854
416,855
416,857
416,502
416,506
416,864
416,868
416,515
416,873
416,522
416,880
416,884
416,529
416,890
416,535
416,537
416,540
416,553
416,921
416,924
416,927
416,575
416,579
416,584
416,945
416,591
416,592
416,954
416,597
416,964
416,982
416,632
416,637
416,638
416,988
416,998
416,651
416,652
416,1019
416,1020
416,948
416,1028
416,1032
416,1034
416,689
416,698
416,707
416,709
417,632
417,639
417,668
417,824
417,937
417,516
418,786
418,433
418,705
418,484
418,973
418,885
418,578
418,533
418,718
418,940
419,723
419,746
419,480
419,1021
419,419
419,871
419,474
420,792
420,551
420,581
420,838
421,632
421,900
421,556
421,1005
421,745
421,938
421,672
421,659
421,421
421,877
421,879
421,968
421,799
421,892
421,869
421,627
421,911
422,786
422,433
422,705
422,484
422,973
422,885
422,578
422,533
422,718
422,940
423,727
423,903
423,731
423,501
423,650
423,740
423,918
423,832
423,835
423,1014
423,930
423,487
423,667
423,1022
423,680
423,686
423,447
423,774
423,507
423,423
423,425
423,697
423,702
423,437
423,762
423,802
423,804
423,978
423,979
423,647
423,941
423,980
423,911
424,632
424,812
424,987
424,985
424,737
424,1003
424,750
424,752
424,571
424,933
424,934
424,684
424,773
424,870
424,996
424,803
425,727
425,903
425,731
425,501
425,650
425,740
425,918
425,832
425,835
425,1014
425,930
425,487
425,667
425,1022
425,680
425,686
425,447
425,774
425,507
425,425
425,697
425,702
425,437
425,762
425,802
425,804
425,978
425,979
425,647
425,941
425,980
425,911
426,632
426,766
426,947
426,949
426,865
426,508
426,509
426,780
426,764
426,611
426,965
426,894
427,548
427,768
427,965
427,949
427,865
427,508
427,509
427,427
428,632
428,904
428,881
428,645
428,428
428,677
429,632
429,984
429,456
429,663
429,730
429,994
429,742
429,1009
429,563
429,926
429,841
429,936
429,498
429,587
429,588
429,861
429,593
429,993
429,517
429,696
429,963
429,451
429,794
430,632
430,541
430,989
430,563
430,487
430,494
430,766
430,585
430,680
430,768
430,1027
430,507
430,659
430,430
430,699
430,968
431,431
431,587
431,632
431,483
431,609
431,645
431,776
431,957
431,600
431,826
431,552
432,632
432,633
432,770
432,1027
433,544
433,906
433,484
433,666
433,843
433,844
433,578
433,939
433,765
433,940
433,682
433,786
433,433
433,705
433,973
433,618
433,885
433,712
433,533
433,718
434,540
434,741
434,845
434,789
434,434
434,793
434,808
434,454
434,457
434,814
434,458
434,820
434,470
434,476
434,481
434,489
434,491
434,852
434,496
434,854
434,855
434,857
434,502
434,506
434,864
434,868
434,515
434,873
434,522
434,880
434,884
434,529
434,890
434,535
434,537
434,901
434,553
434,921
434,924
434,927
434,575
434,579
434,584
434,585
434,945
434,591
434,592
434,954
434,597
434,964
434,982
434,632
434,637
434,638
434,988
434,998
434,651
434,652
434,1019
434,1020
434,948
434,1028
434,1032
434,1034
434,689
434,698
434,707
434,709
434,716
435,632
435,459
435,531
435,435
436,811
436,986
436,451
436,631
437,727
437,903
437,731
437,501
437,650
437,740
437,918
437,832
437,835
437,1014
437,930
437,487
437,667
437,1022
437,680
437,686
437,447
437,774
437,507
437,697
437,702
437,437
437,762
437,802
437,804
437,978
437,979
437,647
437,941
437,980
437,911
438,839
438,756
439,632
439,639
439,545
439,546
439,925
439,503
439,590
439,795
439,439
439,446
439,447
440,922
440,967
440,860
440,732
440,484
440,841
440,885
440,844
440,495
440,475
441,441
441,542
441,825
442,922
442,967
442,860
442,732
442,484
442,841
442,885
442,844
442,495
442,475
443,970
443,955
443,997
443,761
443,670
444,633
444,905
444,734
444,739
444,653
444,749
444,565
444,836
444,569
444,931
444,842
444,574
444,504
444,860
444,861
444,507
444,598
444,601
444,524
444,972
444,974
444,621
444,451
445,445
445,469
446,632
446,639
446,545
446,546
446,925
446,503
446,590
446,795
446,446
446,447
447,727
447,731
447,734
447,740
447,1022
447,762
447,774
447,795
447,802
447,804
447,447
447,832
447,835
447,836
447,501
447,503
447,861
447,524
447,903
447,905
447,545
447,546
447,918
447,925
447,569
447,930
447,931
447,590
447,972
447,974
447,621
447,978
447,979
447,941
447,980
447,632
447,639
447,647
447,650
447,1014
447,667
447,668
447,686
447,697
447,702
448,723
448,641
448,958
448,703
448,971
448,518
449,632
449,768
449,879
449,659
449,449
450,935
451,724
451,730
451,737
451,739
451,742
451,749
451,758
451,669
451,770
451,734
451,781
451,790
451,794
451,738
451,798
451,792
451,818
451,467
451,821
451,472
451,478
451,479
451,838
451,484
451,842
451,490
451,498
451,977
451,859
451,861
451,508
451,517
451,524
451,883
451,885
451,888
451,536
451,905
451,907
451,548
451,910
451,560
451,920
451,574
451,563
451,565
451,926
451,569
451,931
451,936
451,581
451,585
451,942
451,588
451,947
451,949
451,593
451,598
451,963
451,608
451,965
451,615
451,974
451,975
451,621
451,622
451,632
451,633
451,635
451,640
451,993
451,653
451,836
451,656
451,1009
451,1023
451,1024
451,681
451,695
451,696
451,704
451,706
451,715
451,719
451,721
452,614
452,969
453,922
453,860
453,732
453,816
453,841
453,844
453,495
453,928
453,962
453,960
453,497
453,453
454,540
454,741
454,845
454,789
454,793
454,808
454,454
454,457
454,814
454,458
454,820
454,470
454,476
454,481
454,489
454,491
454,852
454,496
454,854
454,855
454,857
454,502
454,506
454,864
454,868
454,515
454,873
454,522
454,880
454,884
454,529
454,890
454,535
454,537
454,901
454,553
454,921
454,924
454,927
454,575
454,579
454,584
454,585
454,945
454,591
454,592
454,954
454,597
454,964
454,982
454,632
454,637
454,638
454,988
454,998
454,651
454,652
454,1019
454,1020
454,948
454,1028
454,1032
454,1034
454,689
454,698
454,707
454,709
454,716
455,632
455,876
456,632
456,478
456,593
456,1009
456,994
456,794
456,498
457,540
457,741
457,845
457,789
457,793
457,808
457,457
457,814
457,458
457,820
457,470
457,476
457,481
457,489
457,491
457,852
457,496
457,854
457,855
457,857
457,502
457,506
457,864
457,868
457,515
457,873
457,522
457,880
457,884
457,529
457,890
457,535
457,537
457,901
457,553
457,921
457,924
457,927
457,575
457,579
457,584
457,585
457,945
457,591
457,592
457,954
457,597
457,964
457,982
457,632
457,637
457,638
457,988
457,998
457,651
457,652
457,1019
457,1020
457,948
457,1028
457,1032
457,1034
457,689
457,698
457,707
457,709
457,716
458,540
458,741
458,845
458,789
458,793
458,808
458,814
458,458
458,820
458,470
458,476
458,481
458,489
458,491
458,852
458,496
458,854
458,855
458,857
458,502
458,506
458,864
458,868
458,515
458,873
458,522
458,880
458,884
458,529
458,890
458,535
458,537
458,901
458,553
458,921
458,924
458,927
458,575
